org_id,org_name,service_type,org_email,org_descr_en,state_code,org_url,org_phone_no,org_address,operation_hour,org_en,tag
808,"Klinik Kesihatan Apin-Apin, Keningau",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-733 7371,"Jalan Apin-Apin-Kota Kinabalu, Kg Kikiran, 89007 Apin-Apin, Keningau",Monday-Friday 08:00-17:00,"Apin-Apin, Keningau Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
809,Klinik Kesihatan Bingkor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,https://www.facebook.com/klinikkesihatanbingkorkeningau/,+608-739 1158,"Jalan Bunsit, 89007 Pekan Bingkor, Keningau",Monday-Friday 08:00-17:00,Bingkor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
810,"Klinik Kesihatan Mansiat, Keningau",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-739 1158,"Kg Manisat, 89007 Sook, Keningau",Monday-Friday 08:00-17:00,Mansiat Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
811,"Klinik Kesihatan Sook, Keningau",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-772 4003,"Jalan Tulid-Mansiat, 89007 Sook, Keningau",Monday-Friday 08:00-17:00,Sook Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
812,"Klinik Kesihatan Tulid, Keningau",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-734 5002,"Jalan Tulid, Kg. Tulid, 89007 Sook, Keningau","No information available, contact for more details",Tulid Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
813,Klinik Kesihatan Batu Putih,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-956 1975,"Kampung Batu Putih, Jalan Kinabatangan Lahad Datu, Batu Putih, 90200 Sandakan, Kinabatangan",,Batu Putih Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
814,"Klinik Kesihatan Bukit Garam, Kinabatangan",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-956 2151,"Bukit Garam, 90200 Sandakan, Kinabatangan",,"Bukit Garam, Kinabatangan Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
815,"Klinik Kesihatan Sukau, Kinabatangan",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-981 6513,"Pekan Sukau, 90200 Sukau, Kinabatangan",,"Sukau, Kinabatangan Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
816,"Klinik Kesihatan Kuamut, Tongod",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-923 2669,"Pekan Kuamut, 90200 Tongod, Kinabatangan",,"Kuamut, Tongod Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
817,"Klinik Kesihatan Jawi-Jawi, Kota Belud",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-897 6001,"Kg Jawi-Jawi, Jalan Bypass Kudat, 89150 Kota Belud, Kota Belud",,"Jawi-Jawi, Kota Belud Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
818,"Klinik Kesihatan Taginambur, Kota Belud",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-897 6437,"Batu 10, Jalan Ranau Bypass, 89158 Kota Belud, Kota Belud",,"Taginambur, Kota Belud Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
819,Klinik Kesihatan Inanam,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-842 1694,"Jalan Kionsom, Pekan Inanam, 88300 Inanam, Kota Kinabalu",,Inanam Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
820,Klinik Kesihatan Luyang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-871 5000,"Jalan Lintas, Luyang, 88300 Kota Kinabalu, Kota Kinabalu",,Luyang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
821,Klinik Kesihatan Menggatal,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-849 3915,"Jalan Tuaran Lama, Pekan Menggatal, 88300 Kota Kinabalu, Kota Kinabalu",,Menggatal Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
822,Klinik Kesihatan Likas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-843 3357,"Jalan Haiwan, Kampung Likas, 88400 Likas, Kota Kinabalu",,Likas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
823,Klinik Kesihatan Telipok,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-849 2057,"Jalan Tuaran, Pekan Telipok, 88300 Telipok, Kota Kinabalu",,Telipok Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
824,"Klinik Kesihatan Tandek, Kota Marudu",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-866 1533,"Pekan Tandek, Tandek, 89108 Kota Marudu, Kota Marudu",,"Tandek, Kota Marudu Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
825,"Klinik Kesihatan Langkon, Kota Marudu",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-866 7320,"Kampung Langkon, 89108 Kudat, Kota Marudu",,"Langkon, Kota Marudu Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
826,"Klinik Kesihatan Kerukan, Kuala Penyu",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-789 7260,"Kampung Kerukan Sipitang, 89760 Kuala Penyu, Kuala Penyu",,"Kerukan, Kuala Penyu Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
827,"Klinik Kesihatan Menumbok, Kuala Penyu",Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",12,No URL,+608-783 1066,"Pekan Menumbok, 89807 Menumbok, Kuala Penyu",,"Menumbok, Kuala Penyu Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
